,fraction_disordered,has_clash,ipTM,pTM,ranking_confidence,pdockq_AH,pdockq_AL,pdockq_HL,pdockq,pdockq2_AH,pdockq2_AL,pdockq2_HL,pdockq2,LIS_AH,LIS_AL,LIS_HL,avg_LIS,contacts_AH,interface_plddt_AH,interface_pae_AH,contacts_AL,interface_plddt_AL,interface_pae_AL,contacts_HL,interface_plddt_HL,interface_pae_HL,total_contacts,avg_interface_plddt,avg_interface_pae,chain_plddt_A,chain_pae_A,chain_plddt_H,chain_pae_H,chain_plddt_L,chain_pae_L,chain_pair_pae_AH,chain_pair_pae_AL,chain_pair_pae_HL,avg_model_plddt,avg_internal_pae,avg_pair_pae,model_avg_RMSD,query_avg_RMSD,scaled_RMSD_ratio,scaled_model_RMSD,scaled_query_RMSD,iptm_A,iptm_H,iptm_L,ptm_A,ptm_H,ptm_L,chain_pair_iptm_AH,chain_pair_iptm_AL,chain_pair_iptm_HL,chain_pair_pae_min_AH,chain_pair_pae_min_AL,chain_pair_pae_min_HL,del_G_B,plddt_H3,plddt_L3
160,0.0,0.0,0.43,0.56,0.45,0.0558775459101873,0.0217257623430135,0.5159956206712935,0.5142081702798268,0.0102285117614887,0.009345164416776,0.5487109902584236,0.0101773872364844,0.0,0.0,0.6747416203407108,0.2249138734469036,2251.0,61.72067747667703,24.551455026455027,361.0,64.86493074792243,25.615625,3787.0,89.32894111433852,2.9644111570247933,6399.0,71.97151644631266,17.710497061159938,82.61706918238993,5.201570351758794,86.97316851664985,3.165255905511811,90.38952503209244,2.4043409260642274,26.8250234375,27.53301201923077,4.109145883413461,86.65992091037741,3.5903890611116105,19.489060446714745,39.51647772163594,26.32040672320545,0.3073055706912533,0.0442220045576889,0.0944427395276964,0.09,0.49,0.49,0.87,0.89,0.89,0.1,0.09,0.89,19.47,20.19,1.0750000000000002,83.29737317704837,89.12142857142858,88.2825
161,0.0,0.0,0.48,0.6,0.51,0.0937788338132549,0.047736949335944,0.5322887142305237,0.544593011190768,0.0120662999401337,0.0110690236339818,0.5869390352980943,0.0112504015554507,0.0,0.0,0.6820910863624565,0.2273636954541521,3459.0,68.9662821624747,22.01732542819499,724.0,72.36036602209944,21.650641025641026,3746.0,90.15489054991993,2.8492768595041325,7929.0,77.16051291149802,15.505747771113382,83.41754716981133,5.143236180904522,87.73164480322906,3.074963090551181,90.7152374839538,2.3825989544436146,23.6144140625,23.573338942307693,4.019850510817308,87.28814315233139,3.533599408633106,17.069201171874997,17.159368957781087,26.32040672320545,0.7017406497230206,0.1970307974087116,0.0944427395276964,0.18,0.54,0.53,0.87,0.89,0.89,0.18,0.17,0.89,16.53,17.205,1.06,124.57194226281564,90.52,89.54875
162,0.0,0.0,0.49,0.6,0.51,0.1491453107514567,0.0662370058017319,0.5191350260490679,0.5466728869533449,0.0123499008438548,0.0107767273647991,0.5939656398386071,0.0114927604619382,0.0,0.0,0.6831764831395098,0.2277254943798366,3641.0,68.04344548201044,22.27859824780976,1037.0,72.18322565091611,22.38560606060606,3717.0,90.38049233252625,2.821487603305785,8395.0,76.86905448848427,15.828563970573867,83.52715094339622,5.200726130653267,87.81007063572149,3.07085999015748,90.71138639281128,2.3667849141150112,23.726546875,23.367334134615387,4.0016789362980765,87.349535990643,3.546123678308586,17.031853315304488,19.10211279905131,26.32040672320545,0.6550000919080176,0.1652785883064724,0.0944427395276964,0.18,0.54,0.53,0.87,0.89,0.89,0.18,0.17,0.89,16.465,17.175,1.045,64.83776227132535,90.59857142857145,89.25375
163,0.01,0.0,0.5,0.62,0.53,0.1339373643796336,0.0443561123663912,0.5214277341835094,0.5353816463097084,0.0126698726728406,0.0117448927049422,0.6075924549736067,0.0118820662124966,0.0,0.0,0.6875789874753042,0.2291929958251014,3744.0,69.93940705128206,20.721035805626595,677.0,72.49271048744461,20.52692307692308,3695.0,90.47996752368064,2.7097251585623674,8116.0,77.63736168746911,14.652561347037349,83.77354716981131,5.090108040201005,88.02160443995965,3.042439714566929,90.89745827984596,2.352259148618372,22.499357421875,22.47744711538462,3.953752253605769,87.56420329653896,3.4949356344621023,16.310185596955133,17.232602343962803,26.32040672320545,0.6999548709022949,0.1956867214715727,0.0944427395276964,0.21,0.56,0.55,0.87,0.89,0.89,0.22,0.2,0.89,15.235,16.15,1.02,97.08367414179656,90.7757142857143,89.87625
164,0.0,0.0,0.49,0.6,0.51,0.1317092055716764,0.030917922080443,0.5143008107627675,0.5081011907318178,0.011913731607878,0.0109628979074847,0.5921026191541002,0.011277924999582,0.0,0.0,0.6868976784605214,0.2289658928201738,3574.0,69.02850027979854,22.33428571428572,411.0,71.10333333333334,22.364102564102563,3592.0,90.62466870824056,2.7536997885835097,7577.0,76.91883410712414,15.817362688990595,83.33891194968554,5.147690954773869,87.91308779011099,3.022520915354331,90.7536970474968,2.3610810306198657,23.6656484375,23.44267788461538,3.9483736478365374,87.33523226243112,3.510430966916022,17.018899989983975,17.577185198081295,26.32040672320545,0.691573439594546,0.1895293546660728,0.0944427395276964,0.18,0.54,0.53,0.87,0.89,0.89,0.18,0.17,0.89,16.28,16.955,1.0550000000000002,56.60534155106086,90.58,89.38875
165,0.01,0.0,0.45,0.57,0.48,0.1034306122100277,0.0397296836754409,0.5159417424966026,0.5289350309321805,0.0113922679282428,0.0103970006443641,0.5649268846923979,0.0105318556658066,0.0,0.0,0.6809383251092523,0.2269794417030841,2823.0,69.73589443854056,24.43027027027027,630.0,71.09938095238095,22.99015151515152,3685.0,90.34954952510176,2.900909090909091,7138.0,77.0616083053411,16.773776958776956,83.73136477987421,5.022562814070351,87.32877901109991,3.114050196850393,90.69101412066752,2.356665421956684,26.0420078125,26.0098125,4.029105318509616,87.25038597054721,3.4977594776258094,18.69364187700321,20.139027137686664,26.32040672320545,0.6307346957874826,0.1512042722170983,0.0944427395276964,0.12,0.51,0.51,0.88,0.89,0.89,0.13,0.12,0.89,19.625,19.735,1.04,132.897072757895,89.30714285714286,89.9725
166,0.0,0.0,0.45,0.58,0.48,0.0941871470010797,0.0450595933283087,0.5133802947494902,0.5353319595235925,0.0116478323395311,0.0104190401676275,0.5787268073362374,0.0107377779591558,0.0,0.0,0.6827816015764531,0.227593867192151,2810.0,68.04667259786477,24.028558558558554,722.0,72.43871883656509,22.44065934065934,3697.0,90.22014335948067,2.8243657505285413,7229.0,76.90184493130351,16.431194549915478,83.75332075471697,5.044786432160804,87.41182643794147,3.0977423720472443,90.77679075738124,2.3445388349514564,25.636271484375,25.550221153846152,4.010595703125,87.31397931667989,3.4956892130531685,18.399029447115385,19.39192532571465,26.32040672320545,0.6481633176082913,0.1611655608146026,0.0944427395276964,0.13,0.51,0.51,0.87,0.89,0.89,0.14,0.13,0.89,18.86,18.905,1.05,116.84860216617346,89.51857142857143,90.19375
167,0.0,0.0,0.45,0.58,0.48,0.1117556957855944,0.0324963402975006,0.5165867841060962,0.5157800595001991,0.0115401826749699,0.0103532417860031,0.5680585965776248,0.0104608262806018,0.0,0.0,0.6763376006415278,0.2254458668805092,3558.0,67.65026840921867,24.501199494949496,580.0,70.10756034482759,23.83125,3716.0,90.04984930032292,2.9605708245243125,7854.0,75.93589268478974,17.097673439824604,83.00462264150944,5.1678216080402,87.12166498486377,3.181748277559055,90.35874197689344,2.383037714712472,25.754330078125,25.260625,4.10361328125,86.82834320108888,3.577535866770576,18.372856119791667,17.602109962985338,26.32040672320545,0.6909686147267986,0.1890944084831015,0.0944427395276964,0.13,0.51,0.51,0.87,0.89,0.89,0.13,0.12,0.89,18.84,19.130000000000003,1.05,83.82226121502981,89.41857142857144,89.3775
168,0.0,0.0,0.46,0.58,0.48,0.133069429521715,0.0442174195456459,0.5076774985154191,0.5241937688160088,0.0119126909196709,0.0109673606502227,0.5723716738944622,0.0110440753028442,0.0,0.0,0.6789909553532765,0.2263303184510921,3768.0,68.9187088641189,23.4515318627451,685.0,72.14906569343066,21.85538461538461,3515.0,90.86434850640116,2.770454545454545,7968.0,77.31070768798357,16.025790341194753,84.04694339622642,5.027231155778894,87.33602421796165,3.187093996062992,90.7595378690629,2.369865571321882,25.261240234375,25.19436057692308,4.094471153846154,87.38083516108367,3.528063574387923,18.18335732171474,18.141921249481868,26.32040672320545,0.677921984946812,0.1800042972020211,0.0944427395276964,0.15,0.52,0.52,0.88,0.89,0.89,0.15,0.15,0.89,18.44,18.805,1.05,297.29591181492094,89.48,90.06
169,0.0,0.0,0.45,0.58,0.48,0.0808437493550658,0.0455583454419257,0.5168650768812605,0.5351040476573081,0.0115684332366106,0.0104212478470267,0.5543527987646449,0.0104546714744632,0.0,0.0,0.6803880723893609,0.2267960241297869,2729.0,68.60671491388787,24.127017543859644,593.0,71.76190556492412,22.97651515151515,3554.0,90.42962296004502,2.896646836127637,6876.0,76.93274781295234,16.666726510500812,83.68583018867925,5.143304020100502,87.32457114026236,3.1604699803149607,90.8140051347882,2.347376773711725,25.663984375000005,25.58041346153846,4.032722355769232,87.2748021545766,3.550383591375729,18.42570673076923,20.01200350815501,26.32040672320545,0.6336771573424961,0.1528355647663033,0.0944427395276964,0.13,0.51,0.51,0.87,0.89,0.89,0.13,0.13,0.89,19.09,19.105,1.06,39.52378302248701,89.52857142857142,90.01875
170,0.0,0.0,0.48,0.6,0.51,0.1693770513810749,0.0526078474875543,0.5259781642080915,0.5499605342658906,0.0128525637177177,0.0121123176951713,0.6274195597933869,0.0123396147636615,0.0,0.0,0.6852009369281407,0.2284003123093802,3147.0,71.81150778519225,21.07609797297297,821.0,75.04648599269184,20.21875,3667.0,90.7600040905372,2.779292929292929,7635.0,79.20599928947377,14.6913803007553,84.0670251572327,5.012366834170854,87.75625630676083,3.038207431102362,91.40084724005136,2.346013816280806,23.319796875,23.706536057692304,3.969906850961538,87.74137623468164,3.465529360518007,16.99874659455128,22.11006099028033,26.32040672320545,0.5862837686632489,0.1287638252017713,0.0944427395276964,0.2,0.56,0.54,0.87,0.89,0.89,0.22,0.18,0.89,16.259999999999998,16.86,1.045,130.07732722565004,90.21142857142856,90.2325
171,0.0,0.0,0.49,0.61,0.51,0.088064835099982,0.0496970638404292,0.5313119148855688,0.5548155254129604,0.0122936256568738,0.0110944303536767,0.586869518198881,0.0114761317475409,0.0,0.0,0.6800902772703992,0.226696759090133,3290.0,69.57907294832827,21.43960328317373,676.0,73.19113905325443,21.42833333333333,3733.0,90.2867948031074,2.839307851239669,7699.0,77.6856689348967,15.235748155915578,83.94386163522012,5.10080904522613,87.7591927346115,3.077921998031496,91.11377406931965,2.3981329350261387,23.110728515625,23.42387740384616,4.036136568509615,87.60560947971709,3.5256213260945883,16.85691416266026,18.612536701953204,26.32040672320545,0.6666380434570531,0.1725675936442865,0.0944427395276964,0.19,0.55,0.54,0.87,0.89,0.89,0.2,0.18,0.89,15.93,17.34,1.065,223.7122915850033,90.37714285714289,89.67625
172,0.0,0.0,0.51,0.62,0.53,0.1259831017513709,0.0581400043974031,0.5322846725323406,0.5547016174307767,0.0125898017659544,0.0113201009520362,0.6064297594488067,0.0115813408959383,0.0,0.0,0.6827991258624493,0.2275997086208164,3636.0,70.2118701870187,21.259215686274512,787.0,73.19388182973316,21.466326530612243,3687.0,90.61393544887444,2.766754756871036,8110.0,78.0065624885421,15.164098991252596,83.92835849056605,5.088396984924623,87.91844601412714,3.036466535433071,91.11783055198974,2.3884895444361463,22.520859375,22.58900961538461,4.000777493990385,87.65487835222764,3.5044510215979465,16.370215494791665,17.19989991131644,26.32040672320545,0.700752127124134,0.1962853536321571,0.0944427395276964,0.22,0.56,0.55,0.87,0.89,0.89,0.22,0.21,0.89,15.605,16.425,1.0550000000000002,37.55571706552314,90.7042857142857,89.875
173,0.0,0.0,0.52,0.63,0.54,0.1573021213146807,0.0345423842821469,0.516198821602574,0.53415752386941,0.013003039145105,0.0119499736653595,0.6384073748667186,0.0124933771152327,0.0,0.0,0.6867877978971274,0.2289292659657091,3776.0,70.42471795550847,20.15209150326797,654.0,73.88819571865444,20.433333333333334,3683.0,90.57341162096117,2.772222222222222,8113.0,78.29544176504136,14.452549019607844,84.53101257861636,4.964394472361809,88.18083753784057,3.026291830708661,91.46994865211808,2.362593353248693,21.733505859375,21.95871875,3.963870943509616,88.06059958952501,3.4510932187730545,15.885365184294876,17.30235316326386,26.32040672320545,0.6982554248586683,0.1944182846902925,0.0944427395276964,0.23,0.57,0.56,0.88,0.89,0.89,0.25,0.22,0.89,14.760000000000002,15.32,1.045,123.9308506159449,91.03857142857144,89.9425
174,0.0,0.0,0.49,0.61,0.52,0.0989806088050063,0.0340202191178692,0.512504217357689,0.5264517779769274,0.0123914580324059,0.0112820355709437,0.6049263086828038,0.0116500620172107,0.0,0.0,0.6808282882241217,0.2269427627413739,3207.0,70.11881041471781,21.413210227272728,563.0,72.58569271758438,21.333076923076923,3668.0,90.53862731733916,2.839256198347108,7438.0,77.74771014988045,15.195181116232254,84.08727044025157,5.03980904522613,87.74648839556004,3.082098917322835,91.20648267008988,2.391402165795369,23.0719609375,23.38850240384616,4.030540114182692,87.68008050196715,3.5044367094481115,16.830334485176284,18.90567841226851,26.32040672320545,0.6596566417459597,0.1681504728978774,0.0944427395276964,0.19,0.55,0.54,0.87,0.89,0.89,0.2,0.18,0.89,15.920000000000002,17.305,1.06,81.77745043503955,90.36285714285717,89.91875
175,0.0,0.0,0.43,0.56,0.46,0.1366451177019887,0.0955101017742613,0.5012172837713147,0.5427754952721672,0.0106372116132947,0.0100662669123042,0.5474324284351645,0.0105549243267563,0.0,0.0,0.6714824859436638,0.2238274953145546,2779.0,66.52590140338252,23.93320197044335,1905.0,73.6050157480315,24.7920197044335,3754.0,89.5365010655301,2.877272727272727,8438.0,76.55580607231471,17.200831467383193,82.09294339622642,5.352678391959799,86.71597376387487,3.1974655511811023,90.03899871630296,2.4186519790888723,26.59597265625,26.765591346153847,4.149834735576923,86.2826386254681,3.656265307409925,19.17046624599359,33.46016970376822,26.32040672320545,0.3822468320144085,0.0606209113446651,0.0944427395276964,0.1,0.49,0.49,0.86,0.89,0.89,0.1,0.09,0.89,19.15,19.365,1.08,158.26961638014177,88.78571428571429,88.61125000000001
176,0.0,0.0,0.47,0.59,0.5,0.125016934367958,0.0274486569389008,0.5197745643798345,0.5125065094265983,0.011406131549094,0.0106989036833133,0.5603460390657933,0.0108718106387122,0.0,0.0,0.6787093570667184,0.2262364523555728,3652.0,67.44994523548742,23.17922403003755,438.0,69.38175799086758,23.67666666666667,3724.0,89.86595730397421,2.934830866807611,7814.0,75.56588684344307,16.596907187837278,83.27524528301888,5.170319095477386,87.11587285570131,3.1757689468503933,90.68100128369704,2.383121732636296,24.420044921875,24.38846153846153,4.076412259615385,87.02403980747242,3.576403258321358,17.62830623998397,17.92397679026192,26.32040672320545,0.6831769558785695,0.1835998014979097,0.0944427395276964,0.15,0.52,0.52,0.87,0.89,0.89,0.16,0.15,0.89,17.195,18.085,1.05,71.02662235833452,89.39714285714287,89.40875
177,0.01,0.0,0.48,0.59,0.5,0.1221626515611499,0.0412566605703042,0.5273577341249848,0.5320254123883164,0.0117032072342855,0.0107778289695688,0.5833058053402745,0.0106930359718685,0.0,0.0,0.6792295456079778,0.2264098485359925,3444.0,68.26076509872242,22.73030303030303,635.0,70.38202362204726,22.72925925925926,3686.0,90.33467580032556,2.884513742071882,7765.0,76.32582150703173,16.114692010544722,83.15888050314464,5.228442211055277,87.38540867810292,3.1294475885826767,90.79250320924262,2.381693427931292,24.240630859375003,24.06287980769231,4.051844200721154,87.1122641301634,3.579861075856415,17.45178495592949,17.790353797471855,26.32040672320545,0.6864073360961991,0.185853673319372,0.0944427395276964,0.16,0.53,0.52,0.87,0.89,0.89,0.17,0.16,0.89,16.925,17.560000000000002,1.05,300.5058616351316,89.85714285714288,89.78625000000001
178,0.0,0.0,0.46,0.58,0.48,0.0606294765671921,0.0693642604894068,0.5048749600426456,0.5344390559523718,0.0117219405303953,0.0104499062931583,0.5826840433396895,0.0110073450289074,0.0,0.0,0.6777454885094633,0.2259151628364877,2181.0,66.82295735900962,23.19086134453781,1168.0,73.43644263698629,24.10822510822511,3609.0,90.36279163203103,2.815185950413224,6958.0,76.87406387600898,16.704757467725383,83.35494968553459,5.085937185929648,87.20450050454086,3.1427349901574804,90.49173299101412,2.3731796116504853,25.11484375,24.97338221153846,4.067803485576923,87.01706106036318,3.533950595912538,18.052009815705127,23.913280440937736,26.32040672320545,0.5478087885513209,0.1121728969812698,0.0944427395276964,0.13,0.51,0.51,0.87,0.89,0.89,0.14,0.13,0.89,17.64,18.695,1.07,13.508614189492164,89.67,89.31375
179,0.0,0.0,0.47,0.59,0.5,0.142572901574267,0.0473086514482797,0.5202262615456485,0.536970382580534,0.011305542802432,0.010513919227158,0.5822345984114555,0.0108564661533407,0.0,0.0,0.6800050853168069,0.2266683617722689,3672.0,67.53785130718954,22.97807580174928,791.0,72.64606194690266,23.905,3543.0,90.60970646344906,2.7767441860465114,8006.0,76.93120657251376,16.553273329265263,83.3965786163522,5.12494472361809,87.31993945509586,3.1373954232283463,90.67419768934532,2.365617998506348,24.336296875,24.32000721153846,4.048948317307692,87.13023858693113,3.542652715117596,17.568417467948716,20.13612136272255,26.32040672320545,0.6308019088456887,0.1512413143326006,0.0944427395276964,0.15,0.52,0.52,0.87,0.89,0.89,0.16,0.15,0.89,16.96,17.880000000000003,1.07,50.28168174935104,89.84714285714287,89.53
180,0.0,0.0,0.47,0.59,0.49,0.0866663598432644,0.0389507723527085,0.519681861718626,0.5333147870569277,0.0112834120780266,0.0103273311447525,0.562197817075591,0.0104678388960983,0.0,0.0,0.6789595940077479,0.2263198646692492,3414.0,68.17459724663152,23.29938440492476,627.0,71.40405901116428,22.78818181818182,3699.0,89.9454501216545,2.888372093023256,7740.0,76.50803545981677,16.32531277204328,83.29832704402516,5.1693090452261306,87.43733602421797,3.1488004429133856,90.66724005134787,2.383933905899925,24.620697265625004,24.682117788461536,4.062387319711538,87.13430103986366,3.567347798013147,17.788400791266024,17.319149558867625,26.32040672320545,0.6978463988001191,0.1941145325719469,0.0944427395276964,0.15,0.52,0.52,0.87,0.89,0.89,0.16,0.15,0.89,17.285,18.15,1.0550000000000002,260.7244546909305,89.61,88.8825
